dept_title,oca_title,org_cost_acct,appropriation_amt,cur_doc_no,cur_doc_no_sfx,obj_lvl_3,obj_lvl_3_title,ESRI_OID
City Manager,Administrative Services,028101,700.00,BU740046,99,2301,Meals and lodging allowance,322
City Manager,Administrative Services,028101,"93,904.00",BU740070,41,1100,Bi-weekly wages,323
City Manager,Administrative Services,028101,192.00,BU740070,42,1101,Longevity,324
City Manager,Administrative Services,028101,300.00,BU740043,9,2308,Transportation - out of town,325
City Manager,Administrative Services,028101,150.00,BU740043,10,2599,Other professional services,326
City Manager,Administrative Services,028101,"13,946.00",BU740043,11,2600,Data center charges,327
City Manager,Administrative Services,028101,955.00,BU740043,12,2906,Membership dues,328
City Manager,Administrative Services,028101,"2,040.00",BU740043,13,2917,Printing and copying,329
City Manager,Administrative Services,028101,"1,200.00",BU740043,14,3103,Office supplies,330
City Manager,Administrative Services,028101,800.00,BU740043,15,3903,Food supplies,331
City Manager,Administrative Services,028101,"1,300.00",BU740070,43,1190,Accrual,332
City Manager,Administrative Services,028101,"70,000.00",BU740070,44,1200,Part time/seasonal,333
City Manager,Administrative Services,028101,"12,553.00",BU740070,45,1400,FICA,334
City Manager,Administrative Services,028101,"11,574.00",BU740070,46,1401,Employee pension,335
City Manager,Administrative Services,028101,"1,034.00",BU740070,47,1403,Workers compensation,336
City Manager,Administrative Services,028101,328.00,BU740070,48,1404,Unemployment compensation,337
City Manager,Administrative Services,028101,"26,852.00",BU740070,49,1405,Group health insurance,338
City Manager,Administrative Services,028101,376.00,BU740070,50,1406,Group life insurance,339
City Manager,Administrative Services,028101,912.00,BU740070,51,2200,PBX - line charges,340
City Manager,Administrative Services,028101,"2,190.00",BU740070,52,2201,PBX - instrument charges,341
City Manager,Administrative Services,028101,240.00,BU740070,53,2203,Long distance service,342
City Manager,Administrative Services,028101,48.00,BU740070,54,2207,Postage - regular,343
City Manager,Administrative Services,028101,840.00,BU740070,55,2214,Air cards - mobile,344
City Manager,Administrative Services,028101,504.00,BU740070,56,2216,Voice mail,345
City Manager,Public Information Office,028102,"266,866.00",BU740043,16,1100,Bi-weekly wages,346
City Manager,Public Information Office,028102,852.00,BU740043,17,1101,Longevity,347
City Manager,Public Information Office,028102,"2,500.00",BU740043,18,1190,Accrual,348
City Manager,Public Information Office,028102,"1,800.00",BU740043,19,1205,Auto allowance,349
City Manager,Public Information Office,028102,"1,200.00",BU740043,20,1208,Cellular phone allowance,350
City Manager,Public Information Office,028102,"20,480.00",BU740043,21,1400,FICA,351
City Manager,Public Information Office,028102,"32,929.00",BU740043,22,1401,Employee pension,352
City Manager,Public Information Office,028102,"1,687.00",BU740043,23,1403,Workers compensation,353
City Manager,Public Information Office,028102,535.00,BU740043,24,1404,Unemployment compensation,354
City Manager,Public Information Office,028102,"48,741.00",BU740043,25,1405,Group health insurance,355
City Manager,Public Information Office,028102,"1,068.00",BU740043,26,1406,Group life insurance,356
City Manager,Public Information Office,028102,114.00,BU740043,27,2200,PBX - line charges,357
City Manager,Public Information Office,028102,450.00,BU740043,28,2201,PBX - instrument charges,358
City Manager,Public Information Office,028102,30.00,BU740043,29,2203,Long distance service,359
City Manager,Public Information Office,028102,420.00,BU740043,30,2214,Air cards - mobile,360
City Manager,Public Information Office,028102,84.00,BU740043,31,2216,Voice mail,361
City Manager,Public Information Office,028102,"1,500.00",BU740043,32,2301,Meals and lodging allowance,362
City Manager,Public Information Office,028102,"1,000.00",BU740043,33,2302,Out of town registration fees,363
City Manager,Public Information Office,028102,750.00,BU740043,34,2308,Transportation - out of town,364
City Manager,Public Information Office,028102,"15,297.00",BU740043,35,2600,Data center charges,365
City Manager,Public Information Office,028102,280.00,BU740043,36,2905,Periodicals/Subscriptions,366
City Manager,Public Information Office,028102,"1,310.00",BU740043,37,2906,Membership dues,367
City Manager,Public Information Office,028102,820.00,BU740043,38,2917,Printing and copying,368
City Manager,Intergovernmental Affairs,028103,228.00,BU740043,39,2200,PBX - line charges,369
City Manager,Intergovernmental Affairs,028103,720.00,BU740043,40,2201,PBX - instrument charges,370
City Manager,Intergovernmental Affairs,028103,168.00,BU740043,41,2216,Voice mail,371
City Manager,Intergovernmental Affairs,028103,"3,400.00",BU740043,42,2301,Meals and lodging allowance,372
City Manager,Intergovernmental Affairs,028103,"128,000.00",BU740043,43,2599,Other professional services,373
City Manager,Intergovernmental Affairs,028103,"2,426.00",BU740045,40,2600,Data center charges,374
City Manager,Intergovernmental Affairs,028103,870.00,BU740045,41,2905,Periodicals/Subscriptions,375
City Manager,Intergovernmental Affairs,028103,850.00,BU740045,42,2917,Printing and copying,376
City Manager,Marketing Services,028105,"127,542.00",BU740045,43,1100,Bi-weekly wages,377
City Manager,Marketing Services,028105,192.00,BU740045,44,1101,Longevity,378
City Manager,Marketing Services,028105,"1,300.00",BU740045,45,1190,Accrual,379
City Manager,Marketing Services,028105,600.00,BU740045,46,1208,Cellular phone allowance,380
City Manager,Marketing Services,028105,"9,772.00",BU740045,47,1400,FICA,381
City Manager,Marketing Services,028105,"15,711.00",BU740045,48,1401,Employee pension,382
City Manager,Marketing Services,028105,805.00,BU740045,49,1403,Workers compensation,383
City Manager,Marketing Services,028105,255.00,BU740045,50,1404,Unemployment compensation,384
City Manager,Marketing Services,028105,"17,365.00",BU740045,51,1405,Group health insurance,385
City Manager,Marketing Services,028105,510.00,BU740045,52,1406,Group life insurance,386
City Manager,Marketing Services,028105,18.00,BU740045,53,2207,Postage - regular,387
City Manager,Marketing Services,028105,520.00,BU740045,55,2302,Out of town registration fees,388
City Manager,Marketing Services,028105,700.00,BU740045,56,2308,Transportation - out of town,389
City Manager,Marketing Services,028105,"21,500.00",BU740045,57,2599,Other professional services,390
City Manager,Marketing Services,028105,"2,530.00",BU740045,58,2600,Data center charges,391
City Manager,Marketing Services,028105,"3,000.00",BU740045,59,2699,Other data processing charges,392
City Manager,Marketing Services,028105,"77,500.00",BU740045,60,2902,Advertising,393
City Manager,Marketing Services,028105,600.00,BU740045,61,2905,Periodicals/Subscriptions,394
City Manager,Marketing Services,028105,635.00,BU740045,62,2906,Membership dues,395
City Manager,Marketing Services,028105,"15,000.00",BU740045,63,2917,Printing and copying,396
City Manager,Marketing Services,028105,700.00,BU740045,64,3103,Office supplies,397
City Manager,Marketing Services,028105,600.00,BU740045,65,3903,Food supplies,398
City Manager,Marketing Services,028105,"2,400.00",BU740045,54,2301,Meals and lodging allowance,399
City Manager,Marketing Services,028105,"2,000.00",BU740015,74,3999,Other commodities,400
City Manager,City Clerk,028106,200.00,BU740085,97,9000,Sale of services/commodities,401
City Manager,City Clerk,028106,"128,481.00",BU740023,28,1100,Bi-weekly wages,402
City Manager,City Clerk,028106,"1,300.00",BU740023,30,1190,Accrual,403
City Manager,City Clerk,028106,"9,907.00",BU740023,31,1400,FICA,404
City Manager,City Clerk,028106,"15,929.00",BU740023,32,1401,Employee pension,405
City Manager,City Clerk,028106,816.00,BU740023,33,1403,Workers compensation,406
City Manager,City Clerk,028106,259.00,BU740023,34,1404,Unemployment compensation,407
City Manager,City Clerk,028106,"32,494.00",BU740023,35,1405,Group health insurance,408
City Manager,City Clerk,028106,514.00,BU740023,36,1406,Group life insurance,409
City Manager,City Clerk,028106,570.00,BU740023,37,2200,PBX - line charges,410
City Manager,City Clerk,028106,"1,260.00",BU740023,38,2201,PBX - instrument charges,411
City Manager,City Clerk,028106,18.00,BU740023,39,2203,Long distance service,412
City Manager,City Clerk,028106,180.00,BU740023,40,2207,Postage - regular,413
City Manager,City Clerk,028106,84.00,BU740023,41,2216,Voice mail,414
City Manager,City Clerk,028106,"1,000.00",BU740023,42,2301,Meals and lodging allowance,415
City Manager,City Clerk,028106,800.00,BU740023,43,2303,In town registration fees,416
City Manager,City Clerk,028106,"10,000.00",BU740023,44,2599,Other professional services,417
City Manager,City Clerk,028106,"3,569.00",BU740023,45,2600,Data center charges,418
City Manager,City Clerk,028106,400.00,BU740023,46,2902,Advertising,419
City Manager,City Clerk,028106,161.00,BU740023,47,2905,Periodicals/Subscriptions,420
City Manager,City Clerk,028106,655.00,BU740023,48,2906,Membership dues,421
City Manager,City Clerk,028106,"4,300.00",BU740023,49,2917,Printing and copying,422
City Manager,City Clerk,028106,"1,750.00",BU740023,50,2999,Other contractuals,423
City Manager,City Clerk,028106,960.00,BU740023,51,3103,Office supplies,424
City Manager,City Clerk,028106,"5,000.00",BU740023,52,3800,"Non-capital shop equipment < $5,000 each",425
City Manager,City Clerk,028106,"1,020.00",BU740023,29,1101,Longevity,426
City Manager,Community Education,028107,114.00,BU740023,53,2200,PBX - line charges,427
City Manager,Community Education,028107,150.00,BU740023,54,2201,PBX - instrument charges,428
City Manager,Special Alcohol Administration,028301,"2,000.00",BU740023,55,2207,Postage - regular,429
City Manager,Special Alcohol Administration,028301,"4,000.00",BU740023,56,2503,Studies/Consultants,430
City Manager,Special Alcohol Administration,028301,"1,500,000.00",BU740023,57,2595,Delegate agencies-profess svcs,431
City Manager,Special Alcohol Administration,028301,"5,810.00",BU740035,84,2900,City administrative charges,432
City Manager,Special Alcohol Administration,028301,"175,000.00",BU740035,85,5101,Reimbursements-interfund & interdepart,433
City Manager,Special Alcohol Administration,028301,"501,429.00",BU740035,86,5300,Contingency,434
City Manager,Special Alcohol Administration,028301,"128,571.00",BU740035,87,5333,Miscellaneous and sundry,435
City Manager,Special Alcohol Administration,028301,"2,082,903.00",BU740085,98,8051,Private club liquor tax,436
City Manager,Special Alcohol Administration,028301,"100,000.00",BU740023,58,2599,Other professional services,437
City Manager,SA&D-Drug Court Defendants Treatment,028333,"120,000.00",BU740035,88,2502,Medical and laboratory services,438
Department of Finance,Plan 3b Wichita EE Retirement,031056,"1,477.00",BU740035,89,2520,Pension investment consultant,439
Department of Finance,Plan 3b Wichita EE Retirement,031056,"18,953.00",BU740035,90,2522,Investment management,440
Department of Finance,Plan 3b Wichita EE Retirement,031056,"-,637.00",BU740035,91,2523,Sec lending borrower rebates (gross up),441
Department of Finance,Plan 3b Wichita EE Retirement,031056,"6,294.00",BU740035,92,2526,Plan 3/3b record keeper retainer fees,442
Department of Finance,Plan 3b Wichita EE Retirement,031056,"400,000.00",BU740001,2,9800,Interfund transfers,443
Department of Finance,Plan 3b Wichita EE Retirement,031056,769.00,BU740035,93,2527,Securities lending management fees,444
Department of Finance,Plan 3b Wichita EE Retirement,031056,71.00,BU740085,99,9703,Other interest earnings,445
Department of Finance,Plan 3b Wichita EE Retirement,031056,"197,481.00",BU740085,100,9715,Employer - WER Plan 3,446
Department of Finance,Plan 3b Wichita EE Retirement,031056,"197,481.00",BU740086,1,9716,Employee - WER Plan 3,447
Department of Finance,Plan 3b Wichita EE Retirement,031056,"207,927.00",BU740086,2,9734,Realized gain/loss pension investments,448
Department of Finance,Plan 3b Wichita EE Retirement,031056,"183,669.00",BU740086,3,9750,Incr (decr) in fair value of investments,449
Department of Finance,Plan 3b Wichita EE Retirement,031056,"80,861.00",BU740086,4,9751,Interest earnings-Pension,450
Department of Finance,Plan 3b Wichita EE Retirement,031056,"103,964.00",BU740086,5,9752,Dividend earnings-Pension,451
Department of Finance,Plan 3b Wichita EE Retirement,031056,"1,792.00",BU740086,6,9753,Securities lending-Pension,452
Department of Finance,Plan 3b Wichita EE Retirement,031056,100.00,BU740035,94,2530,Legal fees paid by the custodian,453
Department of Finance,Plan 3b Wichita EE Retirement,031056,"887,000.00",BU740035,95,5301,Refunds,454
Department of Finance,Plan 3 Wichita EE Retirement,031058,100.00,BU740035,96,2207,Postage - regular,455
Department of Finance,Plan 3 Wichita EE Retirement,031058,"2,986.00",BU740035,97,2520,Pension investment consultant,456
Department of Finance,Plan 3 Wichita EE Retirement,031058,"75,187.00",BU740035,98,2522,Investment management,457
Department of Finance,Plan 3 Wichita EE Retirement,031058,"-1,288.00",BU740035,99,2523,Sec lending borrower rebates (gross up),458
Department of Finance,Plan 3 Wichita EE Retirement,031058,959.00,BU740035,100,2524,Actuarial services-retainer fees,459
Department of Finance,Plan 3 Wichita EE Retirement,031058,"4,190.00",BU740036,1,2525,Custodial banks-Pension annual retainer,460
Department of Finance,Plan 3 Wichita EE Retirement,031058,"21,206.00",BU740036,2,2526,Plan 3/3b record keeper retainer fees,461
Department of Finance,Plan 3 Wichita EE Retirement,031058,"1,554.00",BU740036,3,2527,Securities lending management fees,462
Department of Finance,Plan 3 Wichita EE Retirement,031058,"38,200.00",BU740036,4,2528,Vitech subscription fee,463
Department of Finance,Plan 3 Wichita EE Retirement,031058,"31,637.00",BU740036,5,2529,Vitech non subscription fees,464
Department of Finance,Plan 3 Wichita EE Retirement,031058,"1,029.00",BU740036,6,2530,Legal fees paid by the custodian,465
Department of Finance,Plan 3 Wichita EE Retirement,031058,"2,300.00",BU740036,7,2535,Custodial banks-Pension benefit payments,466
