budget_year,account_type,department,fund_code,account_category,amount,fund_type
2017,Expense,Department of Finance,2902,,3.5,100
2017,Expense,Department of Finance,2904,,7,100
2017,Expense,Department of Finance,2905,,5.1,100
2017,Expense,Department of Finance,2906,,14.72,100
2017,Expense,Department of Finance,2917,,87.05,100
2017,Expense,Department of Finance,2999,,86.5,100
2017,Expense,Department of Finance,3101,,30,100
2017,Expense,Department of Finance,3103,,20,100
2017,Expense,Golf Course System,2301,,2.4,515
2017,Expense,Golf Course System,2302,,3.85,515
2017,Expense,Golf Course System,2401,,2,515
2017,Expense,Golf Course System,2500,,0.7,515
2017,Expense,Golf Course System,2503,,10.6,515
2017,Expense,Golf Course System,2700,,144,515
2017,Expense,Golf Course System,2702,,5,515
2017,Expense,Golf Course System,2705,,13,515
2017,Expense,Golf Course System,2917,,0.6,515
2017,Expense,Golf Course System,3200,,0.94,515
2017,Expense,Golf Course System,3301,,127.42,515
2017,Expense,Golf Course System,3399,,73.29,515
2017,Expense,Golf Course System,3400,,133.6,515
2017,Expense,Golf Course System,3402,,1.3,515
2017,Expense,Golf Course System,3405,,79.55,515
2017,Expense,Golf Course System,3421,,3.7,515
2017,Expense,Golf Course System,3500,,30,515
2017,Expense,Golf Course System,3515,,0.6,515
2017,Expense,Golf Course System,3800,,20,515
2017,Expense,Golf Course System,3809,,50,515
2017,Expense,Golf Course System,3815,,1,515
2017,Expense,Golf Course System,3899,,10,515
2017,Expense,Golf Course System,3902,,1,515
2017,Expense,Golf Course System,3999,,15,515
2017,Expense,Golf Course System,4610,,100,515
2017,Expense,Golf Course System,5400,,190.91,515
2017,Expense,Golf Course System,1100,,965.39,515
2017,Expense,Golf Course System,1190,,14.49,515
2017,Revenue,,9234,Charges for services and sales,470,100
2017,Revenue,,9235,Charges for services and sales,40,100
2017,Revenue,,9236,Charges for services and sales,5,100
2017,Revenue,,9237,Charges for services and sales,400,100
2017,Revenue,,9238,Charges for services and sales,930,100
2017,Revenue,,9819,Other revenue,50,100
2017,Revenue,,7156,Licenses,6,100
2017,Revenue,,9669,Rental income,33,100
2017,Revenue,,9669,Rental income,3,100
2017,Revenue,,7195,Licenses,188.3,100
2017,Revenue,,9000,Charges for services and sales,180,100
2017,Revenue,,9239,Charges for services and sales,80,100
2017,Revenue,,9252,Charges for services and sales,50,100
2017,Revenue,,9260,Charges for services and sales,1350,100
2017,Revenue,,9289,Charges for services and sales,100,100
2017,Revenue,,9601,Rental income,800,100
2017,Revenue,,9602,Rental income,650,100
2017,Revenue,,9607,Rental income,4500,100
2017,Revenue,,9609,Rental income,1800,100
2017,Revenue,,9612,Rental income,1150,100
2017,Revenue,,9619,Rental income,19.5,100
2017,Revenue,,9239,Charges for services and sales,2414.91,100
2017,Revenue,,9239,Charges for services and sales,1534.5,100
2017,Revenue,,9813,Other revenue,500,100
2017,Revenue,,7177,Licenses,24,350
2017,Revenue,,7179,Licenses,2.5,350
2017,Revenue,,9700,Non-operating revenue,300,350
2017,Revenue,,9120,Charges for services and sales,543821.38,540
2017,Expense,Public Works & Utilities,3403,,125,100
2017,Expense,Public Works & Utilities,3405,,2.54,100
2017,Expense,Public Works & Utilities,3406,,1.5,100
2017,Expense,Public Works & Utilities,3499,,660,100
2017,Expense,Public Works & Utilities,3500,,6.5,100
2017,Expense,Public Works & Utilities,3599,,1,100
2017,Expense,Public Works & Utilities,3700,,160,100
2017,Expense,Public Works & Utilities,3800,,10,100
2017,Expense,Public Works & Utilities,3809,,125,100
2017,Expense,Public Works & Utilities,3901,,2,100
2017,Expense,Public Works & Utilities,1204,,1.5,605
2017,Expense,Public Works & Utilities,1208,,6,605
2017,Expense,Public Works & Utilities,1400,,42.61,605
2017,Expense,Public Works & Utilities,1401,,68.51,605
2017,Expense,Public Works & Utilities,1403,,13.26,605
2017,Expense,Public Works & Utilities,1404,,1.12,605
2017,Expense,Public Works & Utilities,1405,,119.36,605
2017,Expense,Public Works & Utilities,1406,,2.23,605
2017,Expense,Airport,3406,,1,500
2017,Expense,Airport,3805,,6,500
2017,Expense,Airport,3808,,1,500
2017,Expense,Airport,3999,,6,500
2017,Revenue,,9236,Charges for services and sales,0.65,100
2017,Revenue,,9619,Rental income,250,100
2017,Revenue,,9602,Rental income,1538.2,100
2017,Revenue,,9000,Charges for services and sales,42242.15,605
2017,Revenue,,9252,Charges for services and sales,1000,605
2017,Revenue,,9253,Charges for services and sales,2500,605
2017,Revenue,,9290,Charges for services and sales,100,605
2017,Revenue,,9292,Charges for services and sales,350,605
2017,Revenue,,9650,Rental income,79673.22,605
2017,Revenue,,9669,Rental income,1800,605
2017,Revenue,,9811,Other revenue,300,605
2017,Revenue,,9817,Other revenue,250,605
2017,Revenue,,9819,Other revenue,750,605
2017,Revenue,,9650,Rental income,10452,605
2017,Revenue,,9292,Charges for services and sales,1210,605
2017,Revenue,,9899,Other revenue,10000,605
2017,Revenue,,9714,Non-operating revenue,20,230
2017,Revenue,,9146,Charges for services and sales,15540,230
2017,Revenue,,9701,Non-operating revenue,60,231
2017,Revenue,,9704,Non-operating revenue,1940,231
2017,Revenue,,7070,Licenses,153.58,100
2017,Revenue,,7199,Licenses,6,100
2017,Revenue,,7410,Permits,2119.2,100
2017,Revenue,,7411,Permits,176.29,100
2017,Revenue,,7413,Permits,192.87,100
2017,Revenue,,7419,Permits,448.69,100
2017,Revenue,,7420,Permits,1214.54,100
2017,Revenue,,7421,Permits,3210.43,100
2017,Expense,Public Works & Utilities,3499,,240,100
2017,Expense,City Manager,2107,,9.5,236
2017,Expense,Airport,1190,,6.08,500
2017,Revenue,,7423,Permits,36.45,100
2017,Expense,City Manager,2200,,4.56,236
2017,Expense,City Manager,2201,,7.5,236
2017,Expense,City Manager,2203,,1.5,236
2017,Expense,City Manager,2207,,15,236
2017,Expense,City Manager,2215,,11.16,236
2017,Expense,City Manager,2216,,2.52,236
2017,Expense,City Manager,2301,,5,236
2017,Expense,City Manager,2302,,5,236
2017,Expense,City Manager,2308,,5,236
2017,Expense,City Manager,2400,,154.33,236
2017,Expense,City Manager,2500,,1.5,236
2017,Expense,City Manager,2505,,90,236
2017,Expense,City Manager,2509,,100,236
2017,Expense,City Manager,2510,,50,236
2017,Expense,City Manager,2543,,30,236
2017,Expense,City Manager,2599,,450,236
2017,Expense,City Manager,2600,,24.14,236
2017,Expense,City Manager,2701,,1,236
2017,Expense,City Manager,2801,,1.21,236
2017,Expense,City Manager,2802,,220,236
2017,Expense,City Manager,2803,,250,236
2017,Expense,City Manager,2804,,3.6,236
2017,Expense,City Manager,2902,,25,236
2017,Expense,City Manager,2916,,1500,236
2017,Expense,City Manager,3103,,7.5,236
2017,Expense,City Manager,3700,,100,236
2017,Expense,City Manager,3999,,30,236
2017,Expense,City Manager,1100,,939.04,100
2017,Expense,Police Department,1190,,28.9,100
2017,Expense,CMO - Cultural Arts Division,2599,,40,100
2017,Expense,Public Works & Utilities,1403,,15.75,530
2017,Expense,Municipal Court,2216,,10.92,100
2017,Expense,Police Department,2806,,4,100
2017,Expense,City Manager,1101,,1.92,100
2017,Revenue,,7429,Permits,1051.94,100
2017,Revenue,,9002,Charges for services and sales,198.21,100
2017,Revenue,,9253,Charges for services and sales,200,100
2017,Revenue,,9429,Fees,121.14,100
2017,Revenue,,9430,Fees,24853.21,100
2017,Revenue,,9810,Other revenue,0.7,100
2017,Revenue,,9826,Other revenue,123.33,100
2017,Revenue,,9281,Charges for services and sales,50,100
2017,Revenue,,9281,Charges for services and sales,22666.17,100
2017,Revenue,,9286,Charges for services and sales,519.98,100
2017,Revenue,,9811,Other revenue,949.84,100
2017,Revenue,,9811,Other revenue,8.5,100
2017,Revenue,,9288,Charges for services and sales,190,100
2017,Revenue,,9402,Fees,21.7,100
2017,Revenue,,9619,Rental income,35,100
2017,Revenue,,9230,Charges for services and sales,43,100
2017,Revenue,,9236,Charges for services and sales,12.3,100
2017,Revenue,,9299,Charges for services and sales,1,100
2017,Revenue,,9402,Fees,6,100
2017,Revenue,,9619,Rental income,1.5,100
2017,Revenue,,9230,Charges for services and sales,79.92,100
2017,Revenue,,9236,Charges for services and sales,12.3,100
2017,Expense,CMO - Cultural Arts Division,2600,,683.93,100
2017,Expense,CMO - Cultural Arts Division,2601,,40,100
2017,Expense,CMO - Cultural Arts Division,2705,,625,100
2017,Expense,CMO - Cultural Arts Division,2706,,6,100
2017,Expense,CMO - Cultural Arts Division,2806,,180,100
2017,Expense,CMO - Cultural Arts Division,2905,,7,100
2017,Expense,CMO - Cultural Arts Division,2906,,11,100
2017,Expense,CMO - Cultural Arts Division,2916,,0.2,100
2017,Expense,Fire Department,2905,,3,100
2017,Expense,Police Department,2200,,14.82,100
2017,Expense,Police Department,3805,,4,100
2017,Expense,CMO - Cultural Arts Division,2917,,48,100
2017,Expense,Public Works & Utilities,1100,,1519.96,231
2017,Expense,Public Works & Utilities,1101,,9.12,231
2017,Expense,Public Works & Utilities,1190,,6.37,231
2017,Expense,Public Works & Utilities,1199,,37.34,231
2017,Expense,Public Works & Utilities,1204,,3,231
2017,Expense,Public Works & Utilities,1208,,18,231
2017,Expense,Public Works & Utilities,1400,,116.97,231
2017,Expense,Public Works & Utilities,1401,,188.07,231
2017,Expense,Public Works & Utilities,1403,,36.39,231
2017,Expense,Public Works & Utilities,1404,,3.06,231
2017,Expense,Public Works & Utilities,1405,,444.29,231
2017,Expense,Public Works & Utilities,1406,,6.08,231
2017,Expense,Public Works & Utilities,1499,,12.08,231
2017,Expense,Public Works & Utilities,2100,,450,231
2017,Expense,Public Works & Utilities,2207,,3,231
2017,Expense,Public Works & Utilities,2211,,1,231
2017,Expense,Public Works & Utilities,1404,,1.02,530
2017,Expense,Public Works & Utilities,1405,,54.29,530
2017,Expense,Public Works & Utilities,1406,,1.99,530
2017,Expense,Public Works & Utilities,2106,,775,530
2017,Expense,Public Works & Utilities,1100,,777.34,530
2017,Expense,Public Works & Utilities,1101,,8.76,530
2017,Expense,Public Works & Utilities,1190,,4.58,530
2017,Expense,Public Works & Utilities,1204,,3,530
2017,Expense,Public Works & Utilities,1400,,60.14,530
2017,Expense,Public Works & Utilities,1401,,96.69,530
2017,Expense,Public Works & Utilities,1403,,24.37,530
2017,Expense,Public Works & Utilities,1404,,1.57,530
2017,Expense,Public Works & Utilities,1405,,324.94,530
2017,Expense,Public Works & Utilities,1406,,3.11,530
2017,Expense,Public Works & Utilities,1100,,1460.43,530
2017,Expense,Public Works & Utilities,1101,,40.2,530
2017,Expense,Public Works & Utilities,1190,,5.92,530
2017,Expense,Public Works & Utilities,1208,,18,530
2017,Expense,Public Works & Utilities,1400,,114.8,530
2017,Expense,Public Works & Utilities,1401,,184.58,530
2017,Expense,Public Works & Utilities,1403,,46.52,530
2017,Expense,Public Works & Utilities,1404,,3,530
2017,Expense,Public Works & Utilities,1405,,487.41,530
2017,Expense,Public Works & Utilities,1406,,5.84,530
2017,Expense,Public Works & Utilities,2100,,1672.36,530
2017,Expense,Public Works & Utilities,2101,,113.35,530
2017,Expense,Public Works & Utilities,2102,,54.15,530
2017,Expense,Public Works & Utilities,2104,,8.03,530
2017,Expense,Public Works & Utilities,2205,,9,560
2017,Expense,Public Works & Utilities,2207,,20,560
2017,Expense,Public Works & Utilities,2210,,1.5,560
2017,Expense,Public Works & Utilities,2211,,4.5,560
2017,Expense,Public Works & Utilities,2214,,21,560
2017,Expense,Public Works & Utilities,2216,,1.68,560
2017,Expense,Public Works & Utilities,2301,,15,560
2017,Expense,Public Works & Utilities,2302,,15,560
2017,Expense,Public Works & Utilities,2303,,5,560
2017,Expense,Public Works & Utilities,2304,,15,560
2017,Expense,Public Works & Utilities,2399,,1,560
2017,Expense,Public Works & Utilities,2401,,107.5,560
2017,Expense,Information Tech/Info Services,1190,,20.39,600
2017,Expense,Information Tech/Info Services,1208,,30,600
2017,Expense,Information Tech/Info Services,1400,,608.42,600
2017,Expense,Information Tech/Info Services,1401,,978.24,600
2017,Expense,Information Tech/Info Services,1403,,70.78,600
2017,Expense,Information Tech/Info Services,1404,,15.91,600
2017,Expense,Information Tech/Info Services,1405,,1303.67,600
2017,Expense,Information Tech/Info Services,1406,,31.62,600
2017,Expense,Information Tech/Info Services,1500,,621.87,600
2017,Expense,Information Tech/Info Services,2204,,75,600
2017,Expense,Information Tech/Info Services,2205,,2100,600
2017,Expense,Information Tech/Info Services,2207,,0.1,600
2017,Expense,Information Tech/Info Services,2211,,1.5,600
2017,Expense,Information Tech/Info Services,2217,,450,600
2017,Expense,Information Tech/Info Services,2301,,10,600
2017,Expense,Information Tech/Info Services,2302,,44.95,600
2017,Expense,Municipal Court,2301,,36.5,100
2017,Expense,Municipal Court,2302,,18.5,100
2017,Expense,Municipal Court,2303,,7.8,100
2017,Expense,Municipal Court,2304,,30,100
2017,Expense,Municipal Court,2308,,36,100
2017,Expense,Municipal Court,2502,,3.6,100
2017,Expense,Municipal Court,2505,,9.5,100
2017,Expense,Municipal Court,2599,,50,100
2017,Expense,Municipal Court,2600,,712.58,100
2017,Expense,Municipal Court,2701,,1,100
2017,Expense,Municipal Court,2703,,22.3,100
2017,Expense,Municipal Court,2904,,0.8,100
2017,Expense,Municipal Court,2905,,6,100
2017,Expense,Municipal Court,2906,,7.3,100
2017,Expense,Municipal Court,2917,,109.74,100
2017,Expense,Municipal Court,2922,,10,100
2017,Expense,Municipal Court,3103,,45,100
2017,Expense,Municipal Court,3199,,7,100
2017,Expense,Municipal Court,3200,,44,100
2017,Expense,Municipal Court,3402,,20,100
2017,Expense,Municipal Court,3405,,7.15,100
2017,Expense,Municipal Court,3499,,2,100
2017,Expense,Municipal Court,3805,,6,100
2017,Expense,Municipal Court,3810,,5.2,100
2017,Expense,Municipal Court,3812,,0.5,100
2017,Expense,Municipal Court,3902,,107.8,100
2017,Expense,Municipal Court,2506,,3500,100
2017,Expense,Municipal Court,1100,,422.12,100
2017,Expense,Public Works & Utilities,1400,,715.1,100
2017,Expense,Public Works & Utilities,1401,,1149.77,100
2017,Expense,Public Works & Utilities,1403,,222.48,100
2017,Expense,Public Works & Utilities,1404,,18.7,100
2017,Expense,Municipal Court,2201,,2.7,100
2017,Expense,Police Department,2200,,4.56,100
2017,Expense,Police Department,2699,,70,100
2017,Expense,Police Department,2505,,300,100
2017,Expense,Public Works & Utilities,3403,,60,100
2017,Expense,Public Works & Utilities,3499,,240,100
2017,Expense,Public Works & Utilities,1200,,432.1,100
2017,Expense,Public Works & Utilities,2107,,2,265
2017,Expense,Public Works & Utilities,2201,,1.5,100
2017,Expense,Park,1400,,218.95,100
2017,Expense,Park,2302,,1.1,100
2017,Expense,Park,2215,,3.72,100
2017,Expense,Park,2302,,2.13,100
2017,Expense,Park,2400,,10.67,100
2017,Expense,Park,2599,,8.53,100
2017,Expense,Park,2916,,0.04,100
2017,Expense,Park,2917,,2.67,100
2017,Expense,Park,2999,,0.53,100
2017,Expense,Park,3103,,0.54,100
2017,Expense,Park,3299,,6.94,100
2017,Expense,Airport,2301,,140.5,500
2017,Expense,Airport,2302,,113,500
2017,Expense,Airport,2303,,19,500
2017,Expense,Airport,2304,,44,500
2017,Expense,Airport,2308,,82,500
2017,Expense,Airport,2400,,4123.02,500
2017,Expense,Airport,2401,,175.1,500
2017,Expense,Airport,2402,,395,500
2017,Expense,Airport,2500,,0.8,500
2017,Expense,Airport,2503,,6250,500
2017,Expense,Golf Course System,1405,,423.32,515
2017,Expense,Golf Course System,1406,,6.54,515
2017,Expense,Golf Course System,2100,,483.8,515
2017,Expense,Golf Course System,2101,,84.8,515
2017,Expense,Golf Course System,2104,,63.43,515
2017,Expense,Golf Course System,2215,,7.44,515
2017,Expense,Golf Course System,2301,,1.51,515
2017,Expense,Golf Course System,2302,,3.37,515
2017,Expense,Golf Course System,2401,,2,515
2017,Expense,Golf Course System,2500,,1,515
2017,Expense,Golf Course System,2503,,10.6,515
2017,Expense,Golf Course System,2599,,5.5,515
2017,Expense,Golf Course System,2700,,180,515
2017,Expense,Golf Course System,2702,,5,515
2017,Expense,Golf Course System,2705,,23,515
2017,Expense,Golf Course System,2802,,20,515
2017,Expense,Golf Course System,2803,,20,515
2017,Expense,Golf Course System,2917,,0.42,515
2017,Expense,Golf Course System,2999,,39,515
2017,Expense,Park,2802,,16.14,350
2017,Expense,Park,5300,,200,350
2017,Expense,Park,1199,,35,350
2017,Expense,Park,1400,,2.67,350
2017,Expense,Park,1401,,4.31,350
2017,Expense,Park,1403,,0.76,350
2017,Expense,Park,1404,,0.07,350
2017,Expense,Park,2100,,6.5,350
2017,Expense,Park,2104,,6.48,350
2017,Expense,Park,2400,,141.97,350
2017,Expense,Park,2505,,19.22,350
2017,Expense,Park,2599,,180.87,350
2017,Expense,Park,3599,,35,350
2017,Expense,Public Works & Utilities,5401,,20000,540
2017,Expense,Public Works & Utilities,1199,,1673.37,540
2017,Expense,Public Works & Utilities,1499,,541.58,540
2017,Expense,Public Works & Utilities,2400,,4139.27,540
2017,Expense,Public Works & Utilities,2401,,745.5,540
