OBJECTID,fund,fund_title,cur_doc_no,cur_doc_no_sfx,dept,dept_title,obj_lvl_1,obj_lvl_1_title,obj_lvl_2,obj_lvl_2_title,obj_lvl_3,obj_lvl_3_title,org_cost_acct,oca_title,appropriation_amt
1164,530,SEWER UTILITY FUND,BU740050,38,18,Public Works & Utilities,3,Materials and supplies,340,Equipment parts,3499,Other equipment parts,184754,SEWAGE TREATMENT ADMINISTRATION,30000
1165,530,SEWER UTILITY FUND,BU740050,39,18,Public Works & Utilities,3,Materials and supplies,350,Materials,3500,Materials,184754,SEWAGE TREATMENT ADMINISTRATION,2100
1166,530,SEWER UTILITY FUND,BU740050,40,18,Public Works & Utilities,3,Materials and supplies,350,Materials,3515,Welding supplies,184754,SEWAGE TREATMENT ADMINISTRATION,300
1167,530,SEWER UTILITY FUND,BU740050,41,18,Public Works & Utilities,3,Materials and supplies,350,Materials,3599,Other materials,184754,SEWAGE TREATMENT ADMINISTRATION,2500
1168,500,AIRPORT AUTHORITY FUND,BU740050,42,19,Airport,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3805,Furniture & equipment <$5000 each,190058,SAFETY-MID-CONTINENT,4500
1169,500,AIRPORT AUTHORITY FUND,BU740050,43,19,Airport,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3810,"Police equipment < $5,000 each",190058,SAFETY-MID-CONTINENT,2615
1170,500,AIRPORT AUTHORITY FUND,BU740050,44,19,Airport,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3899,"Other non-capitalized equip <$5,000 each",190058,SAFETY-MID-CONTINENT,2500
1171,500,AIRPORT AUTHORITY FUND,BU740050,45,19,Airport,3,Materials and supplies,390,Other commodities,3902,Medical supplies,190058,SAFETY-MID-CONTINENT,1500
1172,500,AIRPORT AUTHORITY FUND,BU740050,46,19,Airport,3,Materials and supplies,390,Other commodities,3903,Food supplies,190058,SAFETY-MID-CONTINENT,450
1173,500,AIRPORT AUTHORITY FUND,BU740050,47,19,Airport,3,Materials and supplies,390,Other commodities,3999,Other commodities,190058,SAFETY-MID-CONTINENT,8280
1174,500,AIRPORT AUTHORITY FUND,BU740050,48,19,Airport,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,190066,SYSTEMS & SERVICES-MID-CONTINENT,91000
1175,500,AIRPORT AUTHORITY FUND,BU740050,49,19,Airport,1,Personnel services,110,Regular salaries,1104,Shift differential,190066,SYSTEMS & SERVICES-MID-CONTINENT,5000
1176,500,AIRPORT AUTHORITY FUND,BU740050,50,19,Airport,1,Personnel services,110,Regular salaries,1190,Accrual,190066,SYSTEMS & SERVICES-MID-CONTINENT,1452
1177,500,AIRPORT AUTHORITY FUND,BU740050,51,19,Airport,1,Personnel services,110,Regular salaries,1199,Other,190066,SYSTEMS & SERVICES-MID-CONTINENT,9500
1178,500,AIRPORT AUTHORITY FUND,BU740050,52,19,Airport,1,Personnel services,130,Overtime,1300,Premium-Overtime,190066,SYSTEMS & SERVICES-MID-CONTINENT,120000
1179,500,AIRPORT AUTHORITY FUND,BU740050,53,19,Airport,1,Personnel services,140,Employee benefits,1400,FICA,190066,SYSTEMS & SERVICES-MID-CONTINENT,13180
1180,500,AIRPORT AUTHORITY FUND,BU740050,54,19,Airport,1,Personnel services,140,Employee benefits,1401,Employee pension,190066,SYSTEMS & SERVICES-MID-CONTINENT,19530
1181,500,AIRPORT AUTHORITY FUND,BU740050,55,19,Airport,1,Personnel services,140,Employee benefits,1403,Workers compensation,190066,SYSTEMS & SERVICES-MID-CONTINENT,3678
1182,500,AIRPORT AUTHORITY FUND,BU740050,56,19,Airport,1,Personnel services,140,Employee benefits,1404,Unemployment compensation,190066,SYSTEMS & SERVICES-MID-CONTINENT,284
1183,500,AIRPORT AUTHORITY FUND,BU740050,57,19,Airport,1,Personnel services,140,Employee benefits,1405,Group health insurance,190066,SYSTEMS & SERVICES-MID-CONTINENT,22510
1184,500,AIRPORT AUTHORITY FUND,BU740050,58,19,Airport,1,Personnel services,140,Employee benefits,1406,Group life insurance,190066,SYSTEMS & SERVICES-MID-CONTINENT,360
1185,500,AIRPORT AUTHORITY FUND,BU740050,59,19,Airport,2,Contractual services,210,Utilities,2100,Electricity,190066,SYSTEMS & SERVICES-MID-CONTINENT,1235786
1186,500,AIRPORT AUTHORITY FUND,BU740050,60,19,Airport,2,Contractual services,210,Utilities,2101,Gas-ONEOK Kansas Gas Service,190066,SYSTEMS & SERVICES-MID-CONTINENT,170192
1187,500,AIRPORT AUTHORITY FUND,BU740050,61,19,Airport,2,Contractual services,210,Utilities,2104,Water,190066,SYSTEMS & SERVICES-MID-CONTINENT,380150
1188,500,AIRPORT AUTHORITY FUND,BU740050,62,19,Airport,2,Contractual services,220,Communications,2200,PBX - line charges,190066,SYSTEMS & SERVICES-MID-CONTINENT,26400
1189,500,AIRPORT AUTHORITY FUND,BU740050,63,19,Airport,2,Contractual services,250,Professional services,2505,Contractors,190066,SYSTEMS & SERVICES-MID-CONTINENT,10000
1190,500,AIRPORT AUTHORITY FUND,BU740050,64,19,Airport,2,Contractual services,260,Data processing,2601,Maintenance - data equipment,190066,SYSTEMS & SERVICES-MID-CONTINENT,7000
1191,500,AIRPORT AUTHORITY FUND,BU740050,65,19,Airport,2,Contractual services,270,Equipment charges,2705,Outside services,190066,SYSTEMS & SERVICES-MID-CONTINENT,20400
1192,500,AIRPORT AUTHORITY FUND,BU740050,66,19,Airport,2,Contractual services,290,Other contractuals,2999,Other contractuals,190066,SYSTEMS & SERVICES-MID-CONTINENT,360
1193,500,AIRPORT AUTHORITY FUND,BU740050,67,19,Airport,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3812,"Communication equipment < $5,000 each",190066,SYSTEMS & SERVICES-MID-CONTINENT,5000
1194,500,AIRPORT AUTHORITY FUND,BU740050,68,19,Airport,5,Other expenditures,540,Inventory,5403,Rebillables,190066,SYSTEMS & SERVICES-MID-CONTINENT,4428173
1195,500,AIRPORT AUTHORITY FUND,BU740050,69,19,Airport,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,190074,OPERATIONS-MID-CONTINENT,223715
1196,500,AIRPORT AUTHORITY FUND,BU740050,70,19,Airport,1,Personnel services,110,Regular salaries,1101,Longevity,190074,OPERATIONS-MID-CONTINENT,1008
1197,500,AIRPORT AUTHORITY FUND,BU740050,71,19,Airport,1,Personnel services,110,Regular salaries,1104,Shift differential,190074,OPERATIONS-MID-CONTINENT,1820
1198,500,AIRPORT AUTHORITY FUND,BU740050,72,19,Airport,1,Personnel services,110,Regular salaries,1190,Accrual,190074,OPERATIONS-MID-CONTINENT,3049
1199,500,AIRPORT AUTHORITY FUND,BU740050,73,19,Airport,1,Personnel services,120,Special salaries,1208,Cellular phone allowance,190074,OPERATIONS-MID-CONTINENT,3000
1200,500,AIRPORT AUTHORITY FUND,BU740050,74,19,Airport,1,Personnel services,130,Overtime,1300,Premium-Overtime,190074,OPERATIONS-MID-CONTINENT,3000
1201,500,AIRPORT AUTHORITY FUND,BU740050,75,19,Airport,1,Personnel services,140,Employee benefits,1400,FICA,190074,OPERATIONS-MID-CONTINENT,17564
1202,500,AIRPORT AUTHORITY FUND,BU740050,76,19,Airport,1,Personnel services,140,Employee benefits,1401,Employee pension,190074,OPERATIONS-MID-CONTINENT,28234
1203,500,AIRPORT AUTHORITY FUND,BU740050,77,19,Airport,1,Personnel services,140,Employee benefits,1403,Workers compensation,190074,OPERATIONS-MID-CONTINENT,5217
1204,500,AIRPORT AUTHORITY FUND,BU740050,78,19,Airport,1,Personnel services,140,Employee benefits,1404,Unemployment compensation,190074,OPERATIONS-MID-CONTINENT,459
1205,100,General Fund,BU740050,79,17,Park,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3807,"Garden/grounds/lawn equip < $5,000 each ",172103,Athletics Maintenance,23000
1206,100,General Fund,BU740050,80,17,Park,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3809,"Plumbing equipment < $5,000 each",172103,Athletics Maintenance,2700
1207,100,General Fund,BU740050,81,17,Park,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3899,"Other non-capitalized equip <$5,000 each",172103,Athletics Maintenance,2000
1208,100,General Fund,BU740050,82,17,Park,3,Materials and supplies,390,Other commodities,3901,Custodial supplies,172103,Athletics Maintenance,1000
1209,100,General Fund,BU740050,83,17,Park,3,Materials and supplies,390,Other commodities,3902,Medical supplies,172103,Athletics Maintenance,600
1210,100,General Fund,BU740050,84,17,Park,3,Materials and supplies,390,Other commodities,3999,Other commodities,172103,Athletics Maintenance,360
1211,100,General Fund,BU740050,85,17,Park,3,Materials and supplies,390,Other commodities,3999,Other commodities,172107,Reforestation,175000
1212,100,General Fund,BU740050,86,17,Park,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,172201,Park Maintenance Central Support,257963
1213,100,General Fund,BU740050,87,17,Park,1,Personnel services,110,Regular salaries,1101,Longevity,172201,Park Maintenance Central Support,5220
1214,100,General Fund,BU740050,88,17,Park,1,Personnel services,110,Regular salaries,1190,Accrual,172201,Park Maintenance Central Support,2152
1215,100,General Fund,BU740050,89,4,Law Department,1,Personnel services,120,Special salaries,1208,Cellular phone allowance,40006,City attorneys office,1200
1216,100,General Fund,BU740050,90,4,Law Department,1,Personnel services,140,Employee benefits,1400,FICA,40006,City attorneys office,90692
1217,100,General Fund,BU740050,91,4,Law Department,1,Personnel services,140,Employee benefits,1401,Employee pension,40006,City attorneys office,156166
1218,100,General Fund,BU740050,92,4,Law Department,1,Personnel services,140,Employee benefits,1403,Workers compensation,40006,City attorneys office,7999
1219,100,General Fund,BU740050,93,4,Law Department,1,Personnel services,140,Employee benefits,1404,Unemployment compensation,40006,City attorneys office,2539
1220,100,General Fund,BU740050,94,4,Law Department,1,Personnel services,140,Employee benefits,1405,Group health insurance,40006,City attorneys office,161588
1221,100,General Fund,BU740050,95,4,Law Department,1,Personnel services,140,Employee benefits,1406,Group life insurance,40006,City attorneys office,5049
1222,100,General Fund,BU740050,96,4,Law Department,2,Contractual services,220,Communications,2200,PBX - line charges,40006,City attorneys office,2280
1223,100,General Fund,BU740050,97,4,Law Department,2,Contractual services,220,Communications,2201,PBX - instrument charges,40006,City attorneys office,3675
1224,100,General Fund,BU740050,98,4,Law Department,2,Contractual services,220,Communications,2203,Long distance service,40006,City attorneys office,350
1225,100,General Fund,BU740050,99,4,Law Department,2,Contractual services,220,Communications,2207,Postage - regular,40006,City attorneys office,5000
1226,100,General Fund,BU740050,100,4,Law Department,2,Contractual services,220,Communications,2214,Air cards - mobile,40006,City attorneys office,420
1227,100,General Fund,BU740051,1,4,Law Department,2,Contractual services,220,Communications,2216,Voice mail,40006,City attorneys office,1164
1228,100,General Fund,BU740051,2,4,Law Department,2,Contractual services,230,Transportation and training,2301,Meals and lodging allowance,40006,City attorneys office,4400
1229,100,General Fund,BU740051,3,4,Law Department,2,Contractual services,230,Transportation and training,2302,Out of town registration fees,40006,City attorneys office,4150
1230,100,General Fund,BU740051,4,4,Law Department,2,Contractual services,230,Transportation and training,2303,In town registration fees,40006,City attorneys office,800
1231,100,General Fund,BU740051,5,4,Law Department,2,Contractual services,230,Transportation and training,2308,Transportation - out of town,40006,City attorneys office,1900
1232,100,General Fund,BU740051,6,4,Law Department,2,Contractual services,230,Transportation and training,2310,Turnpike fees and charges,40006,City attorneys office,50
1233,100,General Fund,BU740051,7,4,Law Department,2,Contractual services,250,Professional services,2500,Certification fees,40006,City attorneys office,150
1234,100,General Fund,BU740051,8,4,Law Department,2,Contractual services,250,Professional services,2599,Other professional services,40006,City attorneys office,500
1235,100,General Fund,BU740051,9,4,Law Department,2,Contractual services,260,Data processing,2600,Data center charges,40006,City attorneys office,56984
1236,100,General Fund,BU740051,10,4,Law Department,2,Contractual services,260,Data processing,2699,Other data processing charges,40006,City attorneys office,850
1237,100,General Fund,BU740051,11,4,Law Department,2,Contractual services,270,Equipment charges,2701,Motor pool-unscheduled charges,40006,City attorneys office,300
1238,100,General Fund,BU740051,12,4,Law Department,2,Contractual services,290,Other contractuals,2902,Advertising,40006,City attorneys office,2000
1239,100,General Fund,BU740051,13,4,Law Department,2,Contractual services,290,Other contractuals,2904,Codes and manuals,40006,City attorneys office,30723
1240,100,General Fund,BU740051,14,4,Law Department,2,Contractual services,290,Other contractuals,2905,Periodicals/Subscriptions,40006,City attorneys office,80
1241,100,General Fund,BU740051,15,4,Law Department,2,Contractual services,290,Other contractuals,2906,Membership dues,40006,City attorneys office,8765
1242,100,General Fund,BU740051,16,4,Law Department,2,Contractual services,290,Other contractuals,2917,Printing and copying,40006,City attorneys office,9500
1243,100,General Fund,BU740051,17,4,Law Department,2,Contractual services,290,Other contractuals,2922,Shredding and recycling,40006,City attorneys office,500
1244,100,General Fund,BU740051,18,4,Law Department,2,Contractual services,290,Other contractuals,2999,Other contractuals,40006,City attorneys office,7500
1245,100,General Fund,BU740051,19,4,Law Department,3,Materials and supplies,310,Office supplies,3101,Computer/printer supplies,40006,City attorneys office,1000
1246,100,General Fund,BU740051,20,4,Law Department,3,Materials and supplies,310,Office supplies,3103,Office supplies,40006,City attorneys office,3125
1247,100,General Fund,BU740051,21,4,Law Department,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3804,"Data processing equipment  < $5,000 each",40006,City attorneys office,1750
1248,100,General Fund,BU740051,22,4,Law Department,3,Materials and supplies,390,Other commodities,3904,Petty cash expenditures,40006,City attorneys office,100
1249,100,General Fund,BU740051,23,4,Law Department,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,40007,Law Prosecution,669631
1250,100,General Fund,BU740051,24,4,Law Department,1,Personnel services,110,Regular salaries,1101,Longevity,40007,Law Prosecution,2328
1251,100,General Fund,BU740051,25,4,Law Department,1,Personnel services,110,Regular salaries,1190,Accrual,40007,Law Prosecution,3165
1253,500,AIRPORT AUTHORITY FUND,BU740051,27,19,Airport,3,Materials and supplies,390,Other commodities,3903,Food supplies,190074,OPERATIONS-MID-CONTINENT,300
1254,500,AIRPORT AUTHORITY FUND,BU740051,28,19,Airport,3,Materials and supplies,390,Other commodities,3999,Other commodities,190074,OPERATIONS-MID-CONTINENT,1500
1252,500,AIRPORT AUTHORITY FUND,BU740051,26,19,Airport,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3810,"Police equipment < $5,000 each",190074,OPERATIONS-MID-CONTINENT,500
1255,500,AIRPORT AUTHORITY FUND,BU740051,29,19,Airport,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,190108,ADMINISTRATION-JABARA,36000
1256,500,AIRPORT AUTHORITY FUND,BU740051,30,19,Airport,1,Personnel services,110,Regular salaries,1104,Shift differential,190108,ADMINISTRATION-JABARA,100
1257,500,AIRPORT AUTHORITY FUND,BU740051,31,19,Airport,1,Personnel services,110,Regular salaries,1199,Other,190108,ADMINISTRATION-JABARA,500
1258,500,AIRPORT AUTHORITY FUND,BU740051,32,19,Airport,1,Personnel services,130,Overtime,1300,Premium-Overtime,190108,ADMINISTRATION-JABARA,8500
1259,500,AIRPORT AUTHORITY FUND,BU740051,33,19,Airport,1,Personnel services,140,Employee benefits,1400,FICA,190108,ADMINISTRATION-JABARA,3410
1260,500,AIRPORT AUTHORITY FUND,BU740051,34,19,Airport,1,Personnel services,140,Employee benefits,1401,Employee pension,190108,ADMINISTRATION-JABARA,4858
1261,500,AIRPORT AUTHORITY FUND,BU740051,35,19,Airport,1,Personnel services,140,Employee benefits,1403,Workers compensation,190108,ADMINISTRATION-JABARA,945
